Text,PostDate,Body_PostId
"@user777 Thank you for pointing that out: I overlooked the value of $1$ for ""otherwise."" Nevertheless, the observation that prompted my comment holds true: the dependence of $\\tau$ on the parameters is multilinear and this is what matters for solving the likelihood equations.",2013-10-31 14:57:59.0,"<p>This is a model that is used to model soccer scores, so $i$ and $j$ are, respectively, home and away teams. Random variables $(x,y)$ are the goals scored by the home and away teams, respectively. Parameter $\\lambda$ is a known mean goals scored by the home team and $\\mu$ is the mean goals scored by the away team. I have managed to fix all the other parameters except for $\\rho$, which I have to estimate via MLE.</p>

<p>$$Pr(X_{i,j}=x, Y_{i,j}=y)=\\tau_{\\lambda, \\mu}(x,y)\\frac{\\lambda^x \\text{exp}(-\\lambda)}{x!}\\frac{\\mu^y\\text{exp}(-\\mu)}{y!}$$
where
$$\\lambda=\\alpha_{i}\\beta_{j}\\gamma$$
$$\\mu=\\alpha_{j}\\beta_{i}$$
and
$$\\tau_{\\lambda,\\mu}(x,y)=\\left\\{\\begin{array}{cc}
1-\\lambda\\mu\\rho &amp;\\text{if $x=y=0$,} \\\\
1+\\lambda\\rho &amp;\\text{if $x=0,y=1$,}\\\\
1+\\mu\\rho &amp;\\text{if $x=1,y=0$,}\\\\
1-\\rho &amp;\\text{if $x=y=1$,}\\\\
1 &amp;\\text{otherwise}\\end{array}
\\right.$$</p>

<p>Based on the above equations, all the parameters $(\\lambda, \\mu, \\alpha, \\beta, \\gamma)$ are known constants.</p>

<p>So, now, the problem that I am having is that I have no clue on how to estimate $\\rho$ using the maximum likelihood function since a piece-wise equation is involved.</p>

<p>Also, it will be great if anyone can do this using R.</p>
74252"
"Thank you far all your answers/comments so far. 

At first it seemed like I got some mixed opinions.

Still, and correct me if I'm wrong, I believe the main message is that in such a scenario (1 Ctrl vs 2 Trt.) it would be OK to perform either the ANOVA coupled with the Dunnett's post analysis or the 2 individual t-tests with a Bonferroni correction. However, ANOVA+Dunnett's is a more direct way to find my answer and Dunnett's has a higher power.",2013-12-02 18:17:55.0,"<p>If you have three groups you should do an ANOVA (after checking assumptions of normality etc of course) which will test if the three groups differ overall. If that is the case you can then either do contrasts or post-hoc tests to test your hypotheses directly, e.g. does group 1 differ from group 2. How to do contrasts or post-hoc tests depends on the software you use (e.g. R, SPSS etc). </p>
78330"
I have edited my answer to present the more general result.,2012-07-17 03:07:50.0,"<p>If you have two unbiased estimators $L_1$ and $L_2$ then accuracy is measured by variance (for a mean square error loss function). </p>

<p>Take $L=aL_1+(1-a)L_2$, a weighted average of the two with $0 &lt; a &lt; 1$.  </p>

<p>$$\\newcommand{\\Var}{\\mathrm{Var}}\\newcommand{\\Cov}{\\mathrm{Cov}}
\\Var(L) =a^2\\Var(L_1) +(1-a)^2\\Var(L_2) +2a(1-a) \\Cov(L_1, L_2) \\&gt;.
$$<br>
When $\\Cov(L_1,L_2) \\leq 0$, 
$$
\\Var(L) \\leq a^2 \\Var(L_1) +(1-a)^2 \\Var(L_2) &lt; a \\Var(L_1) +(1-a)\\Var(L_2) \\leq \\max(\\Var(L_1), \\Var(L_2)) \\&gt;.
$$</p>

<p>If $\\Cov(L_1, L_2)$ is sufficiently negative then $\\Var(L)$ will also be less than 
$\\min(\\Var(L_1), \\Var(L_2))$. </p>

<p>If $a$ is not restricted to $[0,1]$ and $1-a$ is replaced by $b$ it is possible to find constants $a$ and $b$ such that $\\Var(L) = \\Var(a L_1) + \\Var(b L_2)$ is less than $\\min (\\Var(L_1), \\Var(L_2))$.  For $\\Cov(L_1, L_2)&gt;0$ a particular choice of $a&gt;0$ and $b&lt;0$ will work. This shows that there is always a way to improve the accuracy of unbiased estimators if you can determine a linear combination of the two that lowers the variance.  One will always exist. Clearly this is a good way to take advantage of the knwoledge of both estimators.</p>
32434"
Since this is time cross-correlations are impacted by auto-correlative structure within the two series . See http://stats.stackexchange.com/questions/27748/relationship-between-two-time-series-arima/27756#27756,2012-05-31 19:20:33.0,"<p>I am using R to examine the relationship between two variables in a small data set ($n=16$). </p>

<p>My problem is that I'm not really sure how to handle the analysis (read: I'm in deeper waters than I've traveled before).</p>

<p>Do I use Spearman's Rho to calculate the rank coefficient? Or do I assume normality and use standard parametric tests (Pearson's)? Or do I transform the data, and then do the parametric tests? Or should I do something else?</p>

<p>My initial feeling is that I should use non-parametric tests on this data set for various reasons:</p>

<ol>
<li>I feel strongly that there is an upper and lower bound to the possible values observed for either the dependent or independent variable. </li>
<li>I do not feel that the relationship between the variables is linear. I've provided the QQ Plot of the dependent variable, and the scatterplot of the dep &amp; indep vars below, and neither seems to adhere to the normality assumptions:</li>
</ol>

<p>The thing is, I'm getting hung up on several things:</p>

<ol>
<li>the Pearson's coefficient seems really high 0.94366 which makes me wonder if I'm sacrificing something by using Spearman's instead (for the sake of full disclosure, the Spearman's coefficient of 0.86765 is also significant at $\\alpha = .001$).  <strong>Now Answered</strong></li>
<li>If Spearman's is the answer, what is the next step in building a predictive model?  <strong>Now Answered</strong></li>
<li>Since the sample is relatively small, should I use some kind of resampling to calculate the correlation instead of just using the 16 values?</li>
<li>What other major things might I be overlooking?</li>
</ol>

<hr>

<p>Plots</p>

<p>QQ Plot of Indep Var:
<img src=""http://i.stack.imgur.com/qc5wV.png"" alt=""enter image description here"">
<a href=""http://dl.dropbox.com/u/27272488/qqPlotY.png"" rel=""nofollow"">http://dl.dropbox.com/u/27272488/qqPlotY.png</a></p>

<p>Scatterplot of Dep &amp; Indep Vars:
<img src=""http://i.stack.imgur.com/2pGTb.png"" alt=""enter image description here"">
<a href=""http://dl.dropbox.com/u/27272488/XvsY.png"" rel=""nofollow"">http://dl.dropbox.com/u/27272488/XvsY.png</a></p>

<hr>

<p>Data</p>

<pre><code>&gt; df$year
    [1] 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009
    &gt; df$x
[1] 1.39 1.41 1.48 1.46 1.24 1.34 1.70 1.61 1.47 1.69 1.94 2.30 2.51 2.64 3.01 2.14
&gt; df$y
[1] 2320 2227 2161 2116 2294 2483 2897 3197 3270 3714 4028 4576 4837 5174 5312 4462
</code></pre>
29590"
"@user131983 Bit late to help you maybe, but you're not getting ""exactly"" 0 or 1, you're using a computer and they have a certain amount of precision. It really doesn't matter, just say one is 0 and the other is 1 (to 3s.f. or something). Here's some Matlab advice on precision in case it matters: http://homepages.math.uic.edu/~hanson/MATLAB/MATLABformat.htmlb",2014-03-21 16:41:37.0,"<p>Do this. This is not my own answer from from math.stackexchange, but it may be useful to duplicate it here: <a href=""http://math.stackexchange.com/questions/40224/probability-of-a-point-taken-from-a-certain-normal-distribution-will-be-greater"">Probability of a point taken from a certain normal distribution will be greater than a point taken from another?</a>. </p>

<p>Quoting <a href=""http://math.stackexchange.com/users/2810/shai-covo"">Shai Covo</a>:</p>

<p>Suppose that $X_1 \\sim {\\rm N}(\\mu_1,\\sigma_1^2)$ and $X_2 \\sim {\\rm N}(\\mu_2,\\sigma_2^2)$ are independent. Then,
$$
{\\rm P}(X_1  &gt; X_2 ) = {\\rm P}(X_1  - X_2  &gt; 0) = 1 - {\\rm P}(X_1  - X_2  \\le 0).
$$
Now, by independence, $X_1 - X_2$ is normally distributed with mean
$$
\\mu := {\\rm E}(X_1 - X_2) = \\mu_1 - \\mu_2
$$
and variance
$$
\\sigma^2 := {\\rm Var}(X_1 - X_2) = \\sigma_1^2 + \\sigma_2^2.
$$
Hence, 
$$
\\frac{{X_1  - X_2  - \\mu}}{{\\sigma}} \\sim {\\rm N}(0,1),
$$
and so
$$
{\\rm P}(X_1  - X_2  \\le 0) = {\\rm P}\\bigg(\\frac{{X_1  - X_2  - \\mu }}{\\sigma } \\le \\frac{{0 - \\mu }}{\\sigma }\\bigg) = \\Phi \\Big(  \\frac{-\\mu }{\\sigma }\\Big),
$$
where $\\Phi$ is the distribution function of the ${\\rm N}(0,1)$ distribution. Thus,
$$
{\\rm P}(X_1  &gt; X_2 )  = 1 - {\\rm P}(X_1  - X_2  \\le 0) = 1 - \\Phi \\Big(  \\frac{-\\mu }{\\sigma }\\Big).
$$</p>
90898"
"In the `ci` function, the bounds are calculated as follows: `m <- mean(y) + s2 / 2` ... `exp(c(mean=m, lcl=m-d, ucl=m+d))`. Could we replace the first line by `m <- log(mean(x))`? These two are supposed to be equal under $H_0$, and using the actual mean of the sample should prevent it from over-/underestimating the mean in slightly skewed distributions. I suppose this is just an ad-hoc change with no basis in statistics. Doing the bootstrap (with $n=1000$) using this method, the left and right limits fail to cover the true mean 0.16% and 0.26% of the time, respectively (99.58% conf. int.)",2012-09-04 14:19:58.0,"<p>These data have a short tail compared to a lognormal distribution, not unlike a Gamma distribution:</p>

<pre><code>set.seed(17)
par(mfcol=c(1,1))
x &lt;- rgamma(500, 1.9)
qqnorm(log(x), pch=20, cex=.8, asp=1)
abline(mean(log(x)) + .1,1.2*sd(log(x)), col=""Gray"", lwd=2)
</code></pre>

<p><img src=""http://i.stack.imgur.com/HrtDQ.png"" alt=""QQPlot""></p>

<p>Nevertheless, because the data <em>are</em> strongly right-skewed, we can expect the largest values to play an important role in estimating the mean and its confidence interval.  Therefore <strong>we should anticipate that a lognormal (LN) estimator will tend to <em>overestimate</em> the mean and the two confidence limits</strong>.</p>

<p>Let's check and, for comparison, use the usual estimators: that is, the sample mean and its normal-theory confidence interval.  Note that the usual estimators rely only on the approximate normality of the <em>sample mean</em>, not of the data, and--with such a large dataset--can be expected to work well.  To do this, we need a slight modification of the <code>ci</code> function:</p>

<pre><code>ci &lt;- function (x, alpha=.05) {
  z &lt;- -qnorm(alpha / 2)
  y &lt;- log(x); n &lt;- length(y); s2 &lt;- var(y)
  m &lt;- mean(y) + s2 / 2
  d &lt;- z * sqrt(s2 / n + s2 * s2 / (2 * (n - 1)))
  exp(c(mean=m, lcl=m-d, ucl=m+d))
}
</code></pre>

<p>Here is a parallel function for the normal-theory estimates:</p>

<pre><code>ci.u &lt;- function(x, alpha=.05) {
 mean(x) + sd(x) * c(mean=0, lcl=1, ucl=-1) / sqrt(length(x)) * qnorm(alpha/2)
}
</code></pre>

<p>Applied to this simulated dataset, the outputs are</p>

<pre><code>&gt; ci(x)
   mean     lcl     ucl 
2.03965 1.87712 2.21626 
&gt; ci.u(x)
   mean     lcl     ucl 
1.94301 1.81382 2.07219 
</code></pre>

<p>The normal-theory estimates produced by <code>ci.u</code> look a little closer to the true mean of $1.9$, but it's hard to tell from one dataset which procedure tends to work better. To find out, let's simulate a lot of datasets:</p>

<pre><code>trial &lt;- function(n=500, k=1.9) {
  x &lt;- rgamma(n, k)
  cbind(ci(x), ci.u(x))
}
set.seed(17)
sim &lt;- replicate(5000, trial())
</code></pre>

<p>We are interested in comparing the outputs to the true mean of $1.9$.  A panel of histograms is revealing in that regard:</p>

<pre><code>xmin &lt;- min(sim)
xmax &lt;- max(sim)
h &lt;- function(i, ...) {
  b &lt;- seq(from=floor(xmin*10)/10, to=ceiling(xmax*10)/10, by=0.1)
  hist(sim[i,], freq=TRUE, breaks=b, col=""#a0a0FF"", xlab=""x"", xlim=c(xmin, xmax), ...)
  hist(sim[i,sim[i,] &gt;= 1.9], add=TRUE,freq=TRUE, breaks=b, col=""#FFa0a0"",
                              xlab=""x"", xlim=c(xmin, xmax), ...)
}
par(mfcol=c(2,3))
h(1, main=""LN Estimate of Mean"")
h(4, main=""Sample Mean"")
h(2, main=""LN LCL"")
h(5, main=""LCL"")
h(3, main=""LN UCL"")
h(6, main=""UCL"")
</code></pre>

<p><img src=""http://i.stack.imgur.com/CtvrN.png"" alt=""Histograms""></p>

<p>It is now clear that the lognormal procedures tend to overestimate the mean and the confidence limits, whereas the usual procedures do a good job.  We can estimate the coverages of the confidence interval procedures:</p>

<pre><code>&gt; sapply(c(LNLCL=2, LCL=5, LNUCL=3, UCL=6), function(i) sum(sim[i,] &gt; 1.9)/dim(sim)[2])
 LNLCL    LCL  LNUCL    UCL 
0.2230 0.0234 1.0000 0.9648 
</code></pre>

<p>This calculation says:</p>

<ul>
<li><p>The LN lower limit will fail to cover the true mean about 22.3% of the time (instead of the intended 2.5%).</p></li>
<li><p>The usual lower limit will fail to cover the true mean about 2.3% of the time, close to the intended 2.5%.</p></li>
<li><p>The LN upper limit will <em>always</em> exceed the true mean (instead of falling below it 2.5% of the time as intended).  This makes it a two-sided 100% - (22.3% + 0%) = 77.7% confidence interval instead of a 95% confidence interval.</p></li>
<li><p>The usual upper limit will fail to cover the true mean about 100 - 96.5 = 3.5% of the time.  This is a little greater than the intended value of 2.5%.  The usual limits therefore comprise a two-sided 100% - (2.3% + 3.5%) = 94.2% confidence interval instead of a 95% confidence interval.</p></li>
</ul>

<p>The reduction of the nominal coverage from 95% to 77.7% for the lognormal interval is terrible.  The reduction to 94.2% for the usual interval is not bad at all and can be attributed to the effect of the skewness (of the raw data, not of their logarithms).</p>

<p>We have to conclude that <strong>further analyses <em>of the mean</em> should <em>not</em> assume lognormality.</strong></p>

<p>Be careful! Some procedures (such as prediction limits) will be more sensitive to skewness than these confidence limits for the mean, so their skewed distribution may need to be accounted for. However, it looks unlikely that lognormal procedures will perform well with these data for practically any intended analysis.</p>
35671"
possible duplicate of [Linear mixed-effects modeling with twin study data](http://stats.stackexchange.com/questions/28630/linear-mixed-effects-modeling-with-twin-study-data),2012-08-28 17:44:10.0,"<p>(Let me preface this by stating that I am somewhat of an R newb and also a LMM newb.)</p>

<p>I have a very, very simple research question. I have a continuous outcome variable (""HAPPY""). I have two factors that divide my sample into 4 cells (Factor1, Factor2), and I want to assess whether there are any main effects or an interactions. A simple 2 x 2 ANOVA should do the trick.</p>

<p>There are two issues:</p>

<ol>
<li><p>The individuals in my sample are family members. Every single individual has a fraternal twin or an identical twin in the dataset. I know that this throws off all the independence assumptions, so I was instructed to use linear mixed models and include the family identification variable (which identifies an individual as being part of a twin pair) (""Family"") in my dataset as a random effect.</p>

<p>Right now, this is my R syntax:  </p>

<pre><code>model &lt;- lme(HAPPY ~ Factor1*Factor2, random= ~1|Family, data=mydata,
             method=""REML"", na.action=na.omit)
summary(model)
anova(model,type=""marginal"")
</code></pre>

<p>So right now, there is only one random effect. But -- theoretically, we'd expect that identical twins and fraternal twins would differ in their degree of relatedness (the variable is called ""twintype""). <strong>Should this be reflected in my model, and if so...how?</strong> Conceptually, I'm struggling with how it would be specified. And practically, I'm also struggling -- putting the above syntax together was actually quite the accomplishment for me!</p></li>
<li><p>Heteroscedasticity. <strong>What is the best way to assess if heteroscedasticity is affecting my model? Is it something I need to be concerned about and check for?</strong>  Right now I'm just eyeballing--<code>plot(fitted(model), resid(model))</code>--and looking for cone shapes.</p>

<p><strong>And if heteroscedasticity is an issue, what can I do to fix it?</strong> From what I've gathered from the google machine, I can enter a weighting command that will account for the inconstant variance. Could I modify my syntax above to read --  </p>

<pre><code>model &lt;- lme(HAPPY ~ Factor1*Factor2, random= ~1|Family, data=mydata, 
             method=""REML"", na.action=na.omit, weights=varPower())
</code></pre></li>
</ol>
35266"
"@whuber Of course, you are absolutely right. Pardon my sloppiness --- experimental physicist at work ;) Graph is fixed now. Basic problem is still the same though: how to fit a function that displays asymptotic behavior in both the $x$ and $y$ direction? Discussion with other people suggest that very high-precision data would be needed for the vertical asymptote regime, and then it might work without problems.",2013-03-13 11:38:35.0,"<p>For analyzing data from a biophysics experiment, I'm currently trying to do curve fitting with a highly non-linear model. The model function looks basically like:</p>

<p>$y = ax + bx^{-1/2}$</p>

<p>Here, especially the value of $b$ is of great interest.</p>

<p>A plot for this function:</p>

<p><img src=""http://i.stack.imgur.com/zSzzg.png"" alt=""Function plot""></p>

<p>(Note that the model function is based on a thorough mathematical description of the system, and seems to work very well --- it's just that automated fits are tricky).</p>

<p>Of course, the model function is problematic: fitting strategies I've tried thus far, fail because of the sharp asymptote at $x=0$, especially with noisy data.</p>

<p>My understanding of the issue here is that simple least-squares fitting (I've played with both linear and non-linear regression in MATLAB; mostly Levenberg-Marquardt) is <em>very</em> sensitive to the vertical asymptote, because small errors in x are hugely amplified.</p>

<p>Could anyone point me to a fitting strategy that could work around this?</p>

<p>I have some basic knowledge of statistics, but that's still pretty limited. I'd be eager to learn, if only I'd know where to start looking :)</p>

<p>Thanks a lot for your advice!</p>

<p><strong>Edit</strong> Begging your pardon for forgetting to mention the errors. The only significant noise is in $x$, and it's additive.</p>

<p><strong>Edit 2</strong> Some additional information about the background of this question. The graph above models the stretching behavior of a polymer. As @whuber pointed out in the comments, you need $b \\approx -200 a$ to get a graph like above.</p>

<p>As to how people have been fitting this curve up to this point: it seems that people generally cut off the vertical asymptote until they find a good fit. The cutoff choice is still arbitrary, though, making the fitting procedure unreliable and unreproducible.</p>

<p><strong>Edit 3&amp;4</strong> Fixed graph.</p>
52080"
"@nina If you had more observations, I would recommend that you created a kernel density plot and overlaid the PDF of a t-distribution with $n-k-1$ degrees of freedom to illustrate this point, but that might be tough with only 11 observations.",2012-12-02 17:40:07.0,"<p>This kind of jackknifing problem can be programmed straightforwardly, but that usually results in a tangle of <code>for</code> loops. Some linear algebraic manipulations go a long way in drastically reducing code length (if your computer's memory can handle it).</p>

<hr>

<ul>
<li><p>Consider the original regression equation
$$
Y_i= \\boldsymbol{X}_i'\\boldsymbol{\\beta} + \\varepsilon_i;\\;i=1, \\ldots, n
$$
where $\\boldsymbol{X}_i$ is a $k\\times 1$ vector of regressors.You can write this more compactly as
$$
\\boldsymbol{Y} = \\mathbf{X}\\boldsymbol{\\beta} + \\boldsymbol{\\varepsilon}
$$</p></li>
<li><p>Then the model that you want to estimate can be stacked up as
$$
\\begin{bmatrix}
\\boldsymbol{Y}^{(-1)} \\\\
\\vdots \\\\
\\boldsymbol{Y}^{(-n)} \\\\
\\end{bmatrix} = 
\\begin{bmatrix}
\\mathbf{X}^{(-1)} &amp; &amp; \\\\
 &amp; \\ddots &amp; \\\\
 &amp; &amp; \\mathbf{X}^{(-n)}
\\end{bmatrix}
\\underbrace{\\begin{bmatrix}
\\boldsymbol{\\beta}^{(-1)} \\\\
\\vdots \\\\
\\boldsymbol{\\beta}^{(-n)} \\\\
\\end{bmatrix}}_{\\equiv \\boldsymbol{\\beta}^-}
+
\\begin{bmatrix}
\\boldsymbol{\\varepsilon}^{(-1)} \\\\
\\vdots \\\\
\\boldsymbol{\\varepsilon}^{(-n)} \\\\
\\end{bmatrix}
$$
where $\\boldsymbol{Y}^{(-i)} = [Y_1, \\ldots, Y_{i-1}, Y_{i+1}, \\ldots, Y_n]'$ is the $n-1 \\times 1 $ vector with the $i$-th row (of $\\boldsymbol{Y}$) deleted; and $\\mathbf{X}^{(-i)} = [\\boldsymbol{X}_1, \\ldots, \\boldsymbol{X}_{i-1}, \\boldsymbol{X}_{i+1}, \\ldots, \\boldsymbol{X}_n]'$ is the $(n-1)\\times k$ matrix with the $i$-th row (of $\\mathbf{X}$) deleted. Note that the design matrix in this regression equation is block diagonal. Also, this is a very large system.</p></li>
<li><p>Once $\\widehat{\\boldsymbol{\\beta}}^-$ in the system above is estimated (by least squares), the residuals you want to estimate ($Y_i - \\boldsymbol{X}_i'\\widehat{\\boldsymbol{\\beta}}^{(-i)}$) can be had simply as $\\boldsymbol{Y} - \\mathrm{diag}(\\mathbf{X}\\mathrm{ivec}(\\widehat{\\boldsymbol{\\beta}}^-))$, where the $\\mathrm{diag}$ operator extracts the diagonal and $\\mathrm{ivec}$ is the inverse of the  $\\mathrm{vec}$ operator which stacks the columns of the matrix.</p></li>
</ul>

<hr>

<h2>R code</h2>

<p>Here is some R code to show how this can be done. The only trick here is constructing the stacked, row-deleted matrices, and then you are left with one (very) large least squares problem to solve.</p>

<pre><code>iN &lt;- 50                # number of observations
iK &lt;- 4                 # number of regressors (including constant)

mX &lt;- matrix(rnorm(iN*iK), nrow = iN, ncol = iK)  # design matrix
vBeta &lt;- c(1, 2, 3, 4)                            # coefficients
vY &lt;- mX%*%vBeta + matrix(rnorm(iN))              # dependent variable
mXStacked &lt;- (diag(iN)%x%mX)[-seq(from = 1, 
                                    to = iN*iN, by = iN+1), ]  # Stacked design matrix
vYStacked &lt;- vec(vY%*%t(rep(1, iN)))[-seq(from = 1, 
                                            to = iN*iN, by = iN+1), ]   # Stacked outcomes
vBetaMinus &lt;- solve(t(mXStacked)%*% mXStacked, 
                    t(mXStacked)%*%vYStacked)           # estimated coefficients
mBetaMinus &lt;- matrix(vBetaMinus, nrow = iK, ncol = iN)
vResid &lt;- vY - diag(mX%*%mBetaMinus)                  # required residuals

matplot(vResid, type = ""l"")           # plot the estimated residuals
</code></pre>

<h3>Given dataset</h3>

<p>The above R code can be easily adapted to the given dataset. Your outcome vector appears to be shorter than the regressor vector, so I have clipped off some of the latter.</p>

<pre><code>vY &lt;- as.matrix(c(18.715191,17.394049,-2.346149,5.528978,6.765831,6.324425,13.803874,  
   15.007047,4.034973,12.383765,14.823395))
x &lt;- c(0.75078002, 0.70959645 ,0.07482854,0.60755927 ,0.55037327 ,0.55037327,   
   0.35458257 ,0.21994714,0.66369585,0.12381099, 0.12381099) 
mX &lt;- as.matrix(cbind(constant = 1, x = x, x2 = x^2))
iN &lt;- nrow(mX)
iK &lt;- ncol(mX)
mXStacked &lt;- (diag(iN)%x%mX)[-seq(from = 1, 
                                    to = iN*iN, by = iN+1), ]  # Stacked design matrix
vYStacked &lt;- vec(vY%*%t(rep(1, iN)))[-seq(from = 1, 
                                            to = iN*iN, by = iN+1), ]   # Stacked outcomes
vBetaMinus &lt;- solve(t(mXStacked)%*% mXStacked, 
                    t(mXStacked)%*%vYStacked)           # estimated coefficients
mBetaMinus &lt;- matrix(vBetaMinus, nrow = iK, ncol = iN)
vResid &lt;- vY - diag(mX%*%mBetaMinus)                  # required residuals

matplot(vResid, type = ""l"", xlab = ""Obs. index"", ylab = ""Residuals"")           # plot the estimated residuals
</code></pre>

<p>This produces the following picture.
<img src=""http://i.stack.imgur.com/Jiy7n.png"" alt=""enter image description here""></p>
44927"
"@Figaro So, what do you want to show? That there's good agreement between responses for people sharing similar characteristics, that we can construct a typology of the respondents given their pattern of responses, that some items tend to hang together, etc.? I would suggest to edit your question directly so as to make your goals with such data more clear.",2011-06-14 13:23:48.0,"<p>What approaches are there to perform FA on data that is clearly ordinal (or nominal for that matter) by nature? Should the data be transformed our are there readily available <code>R</code> packages that can handle this format? What if the data is of a mixed nature, containing both numerical, ordinal and nominal data?</p>

<p>The data is from a survey where subjects have answered questions of many types: yes/no; continuous; scales. My aim is to use FA as a method for analyzing the underlying factors. I do not yet know what factors I'm looking for. However, condensing the underlying factors into a manageable number of factors is important.</p>

<p>EDIT:
Also, can I approximate a survey question answered on the Likert-type scale as a continuous variable? </p>

<p>Thank you.</p>
11899"
"summary(lm()) reports it as the ""residual standard error.""  You can normalize the weights; without any loss of generality, choose them so $\\sum_{j}w_{ij}^2=1$ for each $i$.  You should *expect* reliability problems, as my simple illustration shows: lines that are almost parallel will have extremely uncertain points of intersection.  Thus it shouldn't bother you to have to treat nlm() a little gingerly.",2011-09-13 17:51:40.0,"<p>One straightforward way is to obtain the maximum likelihood estimator of $x^{*}$ directly. Using the first subscript to designate the line ($1$ or $2$), the model is</p>

<p>$$y_{ij} = m_i(x_{ij} - x^{*}) + y^{*} + \\varepsilon_{ij},$$</p>

<p>$1 \\le j \\le n_i$, $\\varepsilon_{ij} \\sim \\text{Normal}(0, \\sigma_i / \\omega_{ij})$ and independent.  The $n_i$ count the data for each line.  The parameters are the point of intersection $(x^{*}, y^{*})$, the slopes $m_1$ and $m_2$, and (as nuisance parameters) the scale factors $\\sigma_1$ and $\\sigma_2$.  The $\\omega_{ij}$ are specified weights (<em>not</em> parameters).  The standard ML machinery will provide a confidence interval for any of the parameters, including $x^{*}$.</p>

<p><img src=""http://i.stack.imgur.com/eGNU9.png"" alt=""Two lines with confidence bands""></p>

<p><em>This illustration show two linear fits from $10$ independent samples of two lines, each passing through $(7,10)$, with slopes $1$ and $1/3$.  The colored bands are $95\\%$ confidence bands around the fits (using least squares).  The estimated point of intersection, shown as a large black dot, occurs at $(6.3, 9.4)$.  A $95\\%$ confidence interval for its x-coordinate is portrayed as a dashed black segment: it extends from $4.4$ to $8.3$.</em></p>

<hr>

<h3>Some details</h3>

<p><em>(added in response to comments)</em></p>

<p>This model is <em>identical</em> to performing two separate weighted least squares regressions.  It merely combines their 3+3 = 6 parameters (intercept, slope, and scale) in a way that isolates the x-coordinate of the point of intersection.  Therefore the parameter estimates will be the same.  The point is that in fitting the combined model, any maximum likelihood procedure will report standard errors (equivalently, confidence intervals) for the parameters and this is how we solve the original problem.</p>

<p>I would also like to point out that the there is some freedom in choosing the weights (which can be helpful in persuading an optimization routine to behave well).  The foregoing analysis shows it suffices to examine the case of fitting a single line.  Writing $\\omega_i$ for the weights the negative log likelihood is equal to</p>

<p>$$-\\log(\\Lambda) = \\frac{1}{2}\\sum_i{\\log(2 \\pi (\\sigma/\\omega_i)^2) + \\frac{(m(x_i-x^*) + y^* - y_i)^2}{(\\sigma/\\omega_i)^2}}.$$</p>

<p>Removing additive constants (which don't affect the ML procedure) this simplifies somewhat to</p>

<p>$$\\sum_i{\\log(\\sigma) + \\frac{u_i^2\\omega_i^2}{2\\sigma^2}}$$</p>

<p>where $u_i^2 = (m(x_i-x^*) + y^* - y_i)^2$.  To estimate $\\sigma$ we equate the derivative with $0$:</p>

<p>$$0 = \\frac{\\partial(-\\log(\\Lambda))}{\\partial \\sigma} = \\sum_i^n{\\frac{1}{\\sigma} - \\frac{u_i^2\\omega_i^2}{\\sigma^3}},$$</p>

<p>implying</p>

<p>$$(\\hat{\\sigma})^2 = \\frac{1}{n}\\sum_i^n{u_i^2 \\omega_i^2}.$$</p>

<p>This shows that the estimate of $\\sigma^2$ is directly proportional to the scale of the weights.  This is clear: if we multiply all weights by a positive value $\\lambda$, then we get <em>exactly the same model</em> by dividing $\\sigma$ by $\\lambda$.  Consequently, we are free to normalize the weights as we wish.  A good choice is to make $\\sum{\\omega_i^2}=n$, because this is what we would get for an unweighted model.  In particular, note that the actual value of $\\sigma$ is meaningless except in comparison to the $L^2$ norm of the weights.  Accordingly, the standard error of $\\hat{\\sigma}$ is also meaningless except in comparison to the weights.</p>
15512"
"Wouldn't performing a logistic regression and using margins to predict probabilities, just give me the probabilities for the people with known vote histories?",2014-05-14 21:06:57.0,"<p><em>You may want to ask your professor, or whoever gave this assignment, what they have in mind.  It shouldn't really be a mystery.  There are very few 'trick' questions.  I don't know for sure what the idea is, but I think I can guess.  In addition, remember that we are giving hints here.</em>  </p>

<p>There are a number of ways of dealing with missing data in statistics, such as <a href=""http://en.wikipedia.org/wiki/Imputation_%28statistics%29"" rel=""nofollow"">imputation</a>.  However, I doubt that's what they're after here.  What would you do if you set those data aside, and fit a model to the data for which you knew the voting history?  </p>
97749"
